FlightID,RouteCode,Origin,Destination,FlightDate,FlightDurationMins,AircraftType,SeatsAvailable,SeatsSold,Revenue,OperationalCost
11586,CCU-DEL,CCU,DEL,2023-01-08,537,B777,282,142,261175.49,1872215.21
11587,BLR-BOM,BLR,BOM,2023-08-06,396,A320,229,106,666860.12,929912.55
11588,BOM-SIN,BOM,SIN,2024-04-29,599,A380,179,156,441650.79,279330.64
11589,HYD-DXB,HYD,DXB,2023-06-21,732,B777,275,51,58758.01,868162.56
11590,LHR-BLR,LHR,BLR,2023-03-30,674,B737,255,64,132098.05,1744158.19
11591,CCU-BOM,CCU,BOM,2024-03-26,450,B737,174,118,451511.97,422970.3
11592,JFK-LHR,JFK,LHR,2023-04-19,415,ATR72,273,137,231180.13,1657189.97
11593,SIN-MAA,SIN,MAA,2023-09-09,352,A320,136,60,317506.64,786610.63
11594,BLR-BOM,BLR,BOM,2024-02-29,285,A380,232,102,222640.41,625424.99
11595,LHR-DXB,LHR,DXB,2023-07-19,331,A320,193,91,155535.97,821936.98
11596,DXB-LHR,DXB,LHR,2023-11-16,157,B777,129,82,256213.29,384797.55
11597,JFK-BOM,JFK,BOM,2024-04-21,128,B737,243,114,380099.84,787106.98
11598,MAA-DXB,MAA,DXB,2024-01-23,150,B777,140,85,589944.3,350023.15
11599,HYD-JFK,HYD,JFK,2024-06-06,696,B737,286,109,638440.54,1384150.92
11600,MAA-CCU,MAA,CCU,2023-03-11,800,ATR72,278,206,1367025.21,1662471.61
11601,DEL-HYD,DEL,HYD,2023-08-07,826,ATR72,273,210,1410509.65,881535.97
11602,HYD-LHR,HYD,LHR,2024-01-30,87,A320,234,156,944254.9,1138191.17
11603,LHR-BOM,LHR,BOM,2023-10-25,646,ATR72,109,63,154892.11,584963.89
11604,DXB-HYD,DXB,HYD,2023-04-16,242,A380,265,76,490472.59,1462622.42
11605,SIN-DXB,SIN,DXB,2023-08-01,746,B777,221,220,405140.43,1394605.62
11606,JFK-BOM,JFK,BOM,2024-01-05,742,A320,233,133,372950.48,585327.73
11607,DEL-HYD,DEL,HYD,2024-06-01,236,B777,149,61,218101.1,257041.15
11608,BLR-DXB,BLR,DXB,2024-06-11,604,B777,113,101,329682.88,414699.04
11609,BOM-HYD,BOM,HYD,2023-09-24,333,A380,138,57,442325.72,561845.81
11610,MAA-JFK,MAA,JFK,2023-04-30,625,A380,175,118,158714.14,536892.99
11611,BOM-DEL,BOM,DEL,2024-06-14,404,A320,210,178,643343.97,582258.41
11612,JFK-HYD,JFK,HYD,2023-12-07,321,A320,105,79,573486.64,229559.35
11613,BLR-BOM,BLR,BOM,2024-06-05,190,B737,191,164,468791.29,1262009.79
11614,MAA-CCU,MAA,CCU,2024-06-21,100,B777,150,133,875056.39,900308.51
11615,DXB-JFK,DXB,JFK,2023-02-11,226,B737,174,53,234291.2,333934.42
11616,SIN-BLR,SIN,BLR,2024-03-15,102,A320,228,186,1176172.42,1355636.32
11617,LHR-DEL,LHR,DEL,2023-10-25,383,ATR72,103,88,646977.37,90660.18
11618,LHR-BLR,LHR,BLR,2023-10-27,824,ATR72,277,70,215015.59,724494.06
11619,DEL-BLR,DEL,BLR,2023-05-01,467,A380,244,155,426396.36,1473191.16
11620,MAA-JFK,MAA,JFK,2024-04-25,746,A320,253,156,940534.94,1105625.67
11621,CCU-MAA,CCU,MAA,2024-01-18,693,A320,114,52,288864.92,705515.5
11622,BOM-LHR,BOM,LHR,2023-09-06,436,A320,123,92,513988.6,265047.37
11623,LHR-MAA,LHR,MAA,2023-05-24,656,ATR72,116,89,438838.09,449697.75
11624,HYD-BOM,HYD,BOM,2023-01-04,655,A320,218,79,328346.98,345231.61
11625,BOM-HYD,BOM,HYD,2024-06-11,98,A320,157,154,416214.65,255455.84
11626,LHR-BOM,LHR,BOM,2023-04-28,149,ATR72,127,88,403083.72,250011.48
11627,SIN-HYD,SIN,HYD,2023-12-24,494,B777,118,87,455376.36,569983.78
11628,CCU-SIN,CCU,SIN,2023-07-07,141,A320,205,205,279834.33,852633.26
11629,BOM-MAA,BOM,MAA,2024-05-21,386,B737,273,142,977376.28,859047.72
11630,BLR-MAA,BLR,MAA,2023-11-20,372,B777,214,206,719972.65,461700.66
11631,LHR-HYD,LHR,HYD,2024-03-27,569,ATR72,133,122,406302.32,343529.09
11632,CCU-LHR,CCU,LHR,2023-07-15,528,B777,101,101,205272.84,420358.2
11633,CCU-BLR,CCU,BLR,2024-06-07,80,A320,132,82,545005.13,158699.41
11634,DEL-HYD,DEL,HYD,2023-05-11,407,ATR72,101,66,460964.99,398881.24
11635,MAA-DXB,MAA,DXB,2023-04-27,177,A320,192,143,726454.59,1113493.79
11636,BLR-JFK,BLR,JFK,2024-05-04,607,A380,119,117,881439.52,362391.53
11637,SIN-JFK,SIN,JFK,2024-06-10,475,B737,144,142,248514.88,265005.58
11638,JFK-BLR,JFK,BLR,2024-03-06,422,B777,299,97,614068.02,1880183.19
11639,MAA-CCU,MAA,CCU,2023-07-14,580,A320,213,163,1105607.93,515016.22
11640,DEL-CCU,DEL,CCU,2023-12-07,895,A320,178,165,863390.09,1048363.65
11641,SIN-DXB,SIN,DXB,2023-10-16,375,A320,188,63,370607.28,715703.47
11642,CCU-JFK,CCU,JFK,2023-11-28,260,B737,211,148,1177015.84,625868.27
11643,BLR-JFK,BLR,JFK,2024-04-26,794,A320,209,204,1187637.08,501942.4
11644,MAA-BLR,MAA,BLR,2023-09-21,672,ATR72,223,196,1548748.15,1554840.51
11645,CCU-LHR,CCU,LHR,2024-06-13,352,B777,116,63,397088.21,235711.91
11646,MAA-DXB,MAA,DXB,2023-04-01,786,B737,101,97,187412.98,500307.6
11647,JFK-BOM,JFK,BOM,2023-08-29,84,B737,290,242,1423447.35,1432491.21
11648,BLR-BOM,BLR,BOM,2024-01-09,484,B737,188,57,398629.2,730711.68
11649,CCU-BLR,CCU,BLR,2023-04-28,327,ATR72,222,116,790863.34,1465752.99
11650,DEL-BOM,DEL,BOM,2024-03-08,738,B777,171,99,422962.63,385017.79
11651,DXB-BOM,DXB,BOM,2024-04-24,459,A320,210,207,631375.69,248720.82
11652,BLR-HYD,BLR,HYD,2023-07-07,726,A380,237,184,658890.77,373330.43
11653,HYD-JFK,HYD,JFK,2023-10-09,186,B777,281,123,608065.68,1006081.68
11654,LHR-MAA,LHR,MAA,2024-05-06,709,A380,107,57,279607.23,406500.69
11655,LHR-DEL,LHR,DEL,2023-08-23,79,A320,101,64,210311.11,505611.86
11656,MAA-CCU,MAA,CCU,2023-06-21,254,B777,130,65,472796.57,629115.86
11657,SIN-LHR,SIN,LHR,2023-09-24,518,B777,153,59,150863.69,325764.71
11658,DEL-BLR,DEL,BLR,2024-05-08,872,A320,137,109,211499.67,722889.17
11659,HYD-DXB,HYD,DXB,2023-12-25,644,B777,162,69,444057.23,638455.12
11660,DXB-JFK,DXB,JFK,2024-05-10,126,B777,267,177,565105.5,308273.85
11661,MAA-JFK,MAA,JFK,2023-07-18,674,ATR72,129,68,85771.68,422950.6
11662,DEL-DXB,DEL,DXB,2023-12-14,680,ATR72,249,240,554321.03,1633597.58
11663,HYD-LHR,HYD,LHR,2024-04-22,423,B737,285,88,664294.93,1754658.14
11664,CCU-SIN,CCU,SIN,2024-01-01,415,A320,287,130,975059.46,448344.67
11665,BLR-LHR,BLR,LHR,2023-12-04,859,A380,124,50,197556.48,373008.83
11666,CCU-JFK,CCU,JFK,2023-08-23,341,B777,137,91,532516.07,153116.69
11667,DEL-BLR,DEL,BLR,2023-03-12,174,B777,229,192,193769.18,1278826.55
11668,DEL-HYD,DEL,HYD,2023-12-03,659,A380,168,71,249816.76,418130.22
11669,HYD-CCU,HYD,CCU,2023-10-29,197,B777,271,82,95146.91,1046976.76
11670,MAA-JFK,MAA,JFK,2023-02-03,580,A320,165,158,803115.79,894581.57
11671,JFK-CCU,JFK,CCU,2023-07-25,364,B737,160,56,203727.02,547112.49
11672,BOM-CCU,BOM,CCU,2023-12-14,855,B737,292,289,756348.77,1535727.32
11673,JFK-BLR,JFK,BLR,2023-08-12,605,B737,295,92,115600.07,1840403.71
11674,BOM-HYD,BOM,HYD,2023-12-28,871,ATR72,115,69,544027.72,641274.87
11675,MAA-SIN,MAA,SIN,2023-07-19,91,A380,159,110,745572.92,652752.45
11676,MAA-BOM,MAA,BOM,2024-06-22,880,B777,208,179,325832.6,855919.3
11677,DXB-MAA,DXB,MAA,2024-06-19,880,B777,300,121,683093.96,1047230.84
11678,JFK-HYD,JFK,HYD,2024-01-08,224,B737,233,143,625829.56,330486.78
11679,BLR-DEL,BLR,DEL,2023-06-09,224,B777,101,57,437886.6,438094.78
11680,HYD-DXB,HYD,DXB,2024-03-31,303,B777,268,233,1429827.29,564554.61
11681,HYD-BLR,HYD,BLR,2024-01-15,841,A320,118,72,151462.28,576746.59
11682,DEL-SIN,DEL,SIN,2024-04-27,721,A320,157,65,70644.66,891975.76
11683,SIN-DEL,SIN,DEL,2023-02-05,666,ATR72,137,52,370335.64,912738.57
11684,HYD-MAA,HYD,MAA,2024-04-13,752,B777,185,106,162931.67,753723.89
11685,SIN-MAA,SIN,MAA,2023-09-09,286,A320,193,86,134498.42,673840
11686,MAA-CCU,MAA,CCU,2023-12-13,814,A320,263,169,965817.59,515112.48
11687,DEL-LHR,DEL,LHR,2024-06-13,570,ATR72,285,108,128714.86,836676.29
11688,SIN-CCU,SIN,CCU,2023-06-25,883,A380,227,144,1079037.53,902450.46
11689,DXB-MAA,DXB,MAA,2023-05-18,628,ATR72,201,153,1092047.68,1132018.75
11690,DEL-BOM,DEL,BOM,2024-03-19,730,B737,102,51,380047.58,590239.03
11691,BLR-DEL,BLR,DEL,2023-06-24,837,B777,276,138,376605.19,1637659.68
11692,HYD-JFK,HYD,JFK,2023-06-15,178,ATR72,127,53,254681.37,888063.21
11693,DXB-MAA,DXB,MAA,2023-05-20,692,A380,270,256,673632.78,348399.01
11694,MAA-LHR,MAA,LHR,2023-10-26,652,B737,285,133,369721.89,768931.87
11695,BOM-LHR,BOM,LHR,2024-01-16,588,B777,286,247,1089774.7,1803155.04
11696,DXB-JFK,DXB,JFK,2024-05-07,647,B777,105,85,350897.22,122462.57
11697,JFK-HYD,JFK,HYD,2024-01-11,334,B737,215,158,1148239.58,974445.39
11698,DEL-LHR,DEL,LHR,2024-04-25,96,B777,214,83,541108.77,492071.04
11699,BOM-SIN,BOM,SIN,2024-03-16,654,A380,127,104,803444.3,130648.34
11700,DEL-DXB,DEL,DXB,2023-05-07,397,B777,150,63,200640.29,879921.62
11701,BOM-DXB,BOM,DXB,2024-02-10,177,B777,104,73,86587.11,522896.03
11702,HYD-DXB,HYD,DXB,2023-04-05,841,ATR72,152,115,683697.31,160800.71
11703,BOM-DEL,BOM,DEL,2023-04-21,643,ATR72,134,71,396991.95,560761.15
11704,HYD-BLR,HYD,BLR,2023-01-16,71,B777,180,139,513717.16,330562.93
11705,CCU-JFK,CCU,JFK,2023-03-12,671,B777,140,80,395887.43,200521.26
11706,BLR-CCU,BLR,CCU,2023-06-20,739,B737,265,234,520585.12,378280.3
11707,SIN-HYD,SIN,HYD,2023-09-07,466,B777,111,73,172414.63,616984.96
11708,JFK-MAA,JFK,MAA,2023-09-18,384,B737,175,128,713710.08,833706.77
11709,MAA-DEL,MAA,DEL,2023-08-13,224,B737,215,73,255236.62,662350.36
11710,SIN-CCU,SIN,CCU,2023-08-24,682,A380,287,136,757767.06,879226.26
11711,BLR-JFK,BLR,JFK,2023-04-22,796,A380,278,210,1601702.13,1623970.41
11712,CCU-MAA,CCU,MAA,2024-04-28,891,B737,197,143,333781.51,856420.39
11713,HYD-SIN,HYD,SIN,2024-01-23,407,B737,271,50,133820.45,1648322.35
11714,DXB-DEL,DXB,DEL,2023-05-26,587,A320,191,128,877151.39,834026.19
11715,DEL-MAA,DEL,MAA,2023-05-18,220,A380,260,135,535308.57,1332730.28
11716,BOM-DEL,BOM,DEL,2023-04-15,120,A320,174,137,464091.6,661557.18
11717,HYD-SIN,HYD,SIN,2023-10-09,287,B777,166,115,729356.57,277889.75
11718,DXB-BLR,DXB,BLR,2023-08-10,209,ATR72,268,192,743172.11,1376394.07
11719,DEL-JFK,DEL,JFK,2024-05-30,689,A320,229,150,357297.02,1271955.31
11720,DEL-HYD,DEL,HYD,2023-09-27,508,A320,171,143,335401.48,815823.66
11721,MAA-BOM,MAA,BOM,2023-05-14,713,A320,173,57,304508.56,242245.29
11722,MAA-BLR,MAA,BLR,2023-04-05,330,A320,212,76,88282.96,273591.59
11723,DEL-DXB,DEL,DXB,2023-10-19,115,B737,139,84,548032.69,740091.17
11724,DXB-MAA,DXB,MAA,2023-06-27,71,A380,276,192,933762.17,949868.73
11725,HYD-BLR,HYD,BLR,2023-01-21,753,A320,283,97,392072.9,608584.95
11726,SIN-BOM,SIN,BOM,2023-01-31,531,B737,168,122,406210.82,693270.64
11727,DEL-BOM,DEL,BOM,2023-04-30,309,B777,122,60,407774.28,671244.08
11728,CCU-BOM,CCU,BOM,2024-02-17,377,B777,190,147,910711.54,618027.43
11729,HYD-SIN,HYD,SIN,2023-03-15,141,A320,222,151,956770.05,1047481.08
11730,MAA-LHR,MAA,LHR,2023-08-20,358,A320,260,111,444553.7,1497761.98
11731,LHR-MAA,LHR,MAA,2023-02-06,470,A320,170,143,922397.65,886261.98
11732,LHR-CCU,LHR,CCU,2023-10-06,505,A320,112,82,139640.06,749604.1
11733,DEL-JFK,DEL,JFK,2023-10-24,470,A380,101,63,472015.35,676039.96
11734,BOM-LHR,BOM,LHR,2024-05-14,825,B737,203,73,240745.63,1211977.77
11735,MAA-HYD,MAA,HYD,2023-09-07,173,A380,213,153,714379.28,540355.33
11736,DXB-HYD,DXB,HYD,2023-08-24,358,ATR72,207,103,596361.66,257843.76
11737,LHR-MAA,LHR,MAA,2023-11-16,400,A320,277,91,324032.84,486439.87
11738,MAA-HYD,MAA,HYD,2023-04-26,215,ATR72,195,119,310789.14,430293.23
11739,BOM-MAA,BOM,MAA,2024-01-18,243,ATR72,179,165,363791.73,1065929.99
11740,JFK-BOM,JFK,BOM,2023-01-11,831,B777,214,97,445107.86,1063375.07
11741,CCU-BLR,CCU,BLR,2023-10-22,860,A380,146,76,203442.81,1001867.31
11742,DEL-BLR,DEL,BLR,2023-08-01,251,B777,223,103,302850.09,345228.59
11743,SIN-DXB,SIN,DXB,2024-04-11,638,B777,113,84,298465.81,670489.01
11744,BLR-BOM,BLR,BOM,2023-12-03,646,B777,296,203,952933.78,1493339.21
11745,MAA-DXB,MAA,DXB,2023-11-17,371,B737,279,171,1037036.64,229811.62
11746,LHR-DEL,LHR,DEL,2024-02-25,298,A320,229,69,376920.71,1328436.76
11747,BLR-JFK,BLR,JFK,2023-05-01,424,ATR72,183,167,374847.44,653583.82
11748,DXB-JFK,DXB,JFK,2024-05-06,856,ATR72,240,168,641276.38,244815.5
11749,JFK-DEL,JFK,DEL,2023-05-19,720,B777,244,176,1238577.46,952383.86
11750,BLR-CCU,BLR,CCU,2024-03-15,264,A380,242,220,751599.9,1355880.82
11751,HYD-BLR,HYD,BLR,2023-03-15,120,ATR72,242,134,1030288.9,774770.03
11752,SIN-DXB,SIN,DXB,2023-01-12,178,B777,236,85,645214.12,1063711.46
11753,BLR-SIN,BLR,SIN,2024-06-02,616,ATR72,233,144,226726.29,685760.12
11754,DEL-SIN,DEL,SIN,2023-12-07,887,B777,269,244,1197965.28,898031.14
11755,JFK-DEL,JFK,DEL,2024-04-23,214,B737,129,82,483982.44,314939.78
11756,CCU-HYD,CCU,HYD,2023-12-25,371,ATR72,125,74,317350.44,240314.51
11757,LHR-BLR,LHR,BLR,2023-02-27,77,A380,240,92,124444.11,552206.11
11758,CCU-LHR,CCU,LHR,2023-10-26,351,A320,235,76,227743.14,790215.43
11759,JFK-CCU,JFK,CCU,2023-02-16,547,A320,281,126,188204.76,874919.94
11760,LHR-BOM,LHR,BOM,2023-09-19,487,A380,216,83,127999.77,912182.37
11761,BLR-JFK,BLR,JFK,2023-09-24,269,A380,259,169,901643.4,1622478.76
11762,BOM-MAA,BOM,MAA,2024-01-19,451,A380,128,58,228388.19,577060.8
11763,LHR-DXB,LHR,DXB,2023-01-04,564,B777,265,183,1237570.73,703614.14
11764,BOM-MAA,BOM,MAA,2023-04-23,751,A320,195,135,981051.09,450436.05
11765,CCU-BOM,CCU,BOM,2024-06-03,749,A380,233,56,159137.5,388680.87
11766,SIN-BLR,SIN,BLR,2024-03-17,660,B777,199,193,376002.34,527680.2
11767,JFK-MAA,JFK,MAA,2024-04-12,335,B777,259,97,318793.12,910032.86
11768,JFK-BLR,JFK,BLR,2023-09-14,482,A380,235,120,169387.85,1280827.85
11769,BLR-SIN,BLR,SIN,2023-05-24,134,B737,114,86,93284.44,480179.91
11770,MAA-HYD,MAA,HYD,2024-04-27,174,A320,107,104,272130.68,607045.2
11771,CCU-HYD,CCU,HYD,2023-04-03,214,A320,166,54,331337.26,177461.54
11772,HYD-LHR,HYD,LHR,2024-02-07,286,A320,186,179,699818.97,1057128.15
11773,BOM-CCU,BOM,CCU,2024-01-06,144,B737,141,129,320332.1,879925.2
11774,HYD-LHR,HYD,LHR,2023-04-18,631,B737,172,120,674672.07,175848.65
11775,DXB-HYD,DXB,HYD,2024-05-03,122,A320,139,105,470368.77,650644.48
11776,BOM-LHR,BOM,LHR,2023-10-02,124,A380,297,82,593951.31,568441.09
11777,LHR-JFK,LHR,JFK,2023-09-05,149,A380,170,137,546637.98,329616.81
11778,BOM-CCU,BOM,CCU,2023-01-20,143,ATR72,103,92,408403.52,261195.36
11779,JFK-LHR,JFK,LHR,2023-01-10,753,A320,263,155,535285.13,820833.6
11780,MAA-LHR,MAA,LHR,2023-12-24,767,B777,198,133,199669.7,422195.15
11781,DXB-BOM,DXB,BOM,2023-04-09,280,A320,157,66,107578.47,598780.76
11782,BOM-MAA,BOM,MAA,2023-06-24,349,B777,134,108,631214.44,766222.53
11783,BLR-CCU,BLR,CCU,2024-02-16,868,B737,298,201,1277645.57,1213111.96
11784,DEL-JFK,DEL,JFK,2023-10-28,638,ATR72,211,209,1455621.59,580347.29
11785,BLR-JFK,BLR,JFK,2024-01-11,64,A320,166,105,490995.14,602671.55
11786,HYD-DXB,HYD,DXB,2023-07-28,761,B777,293,228,1500824.48,1005592.25
11787,DXB-SIN,DXB,SIN,2024-03-01,125,B777,260,60,136307.71,971355.15
11788,SIN-CCU,SIN,CCU,2023-03-21,149,A320,215,92,592361.68,514194.09
11789,LHR-HYD,LHR,HYD,2023-11-20,168,B777,222,51,88550.94,505295.5
11790,SIN-LHR,SIN,LHR,2023-12-07,488,A380,235,160,908119,1224733
11791,JFK-MAA,JFK,MAA,2024-02-15,551,B737,242,215,1297141.08,705192.52
11792,BLR-DEL,BLR,DEL,2024-04-08,494,B777,170,146,514124.01,723644.61
11793,BOM-LHR,BOM,LHR,2023-03-30,674,A320,204,121,404161.02,1066016.39
11794,BOM-HYD,BOM,HYD,2023-10-12,466,B737,249,143,806738.67,1298943.35
11795,DXB-JFK,DXB,JFK,2023-01-26,428,A320,117,88,368920.03,323934.63
11796,JFK-MAA,JFK,MAA,2024-06-11,514,B777,285,148,271236.08,523130.15
11797,LHR-CCU,LHR,CCU,2023-08-18,134,A380,276,229,1365377.86,1732950.7
11798,BOM-DEL,BOM,DEL,2023-07-04,298,B777,209,172,428584.3,204501.48
11799,DEL-LHR,DEL,LHR,2023-03-11,299,B777,172,85,285631.13,1179847.57
11800,BLR-MAA,BLR,MAA,2024-03-10,323,ATR72,254,174,1058906.3,1052859.48
11801,DEL-HYD,DEL,HYD,2023-11-01,472,A320,282,92,573052.41,824713.97
11802,JFK-CCU,JFK,CCU,2024-03-01,670,B737,163,58,269516.26,359512.04
11803,DEL-CCU,DEL,CCU,2023-06-29,442,B777,109,62,218145.63,581853.81
11804,HYD-LHR,HYD,LHR,2023-07-28,308,ATR72,126,114,884317.38,608949.99
11805,LHR-DXB,LHR,DXB,2023-01-23,501,A320,273,134,737462.05,684538.26
11806,CCU-MAA,CCU,MAA,2024-06-09,550,A380,153,125,159586.37,1017653.09
11807,BLR-BOM,BLR,BOM,2024-06-01,898,ATR72,127,83,116360.68,567813.07
11808,MAA-SIN,MAA,SIN,2024-01-21,343,B737,178,122,972565.74,741562.12
11809,SIN-CCU,SIN,CCU,2023-10-30,765,B737,110,79,599951.03,163777.39
11810,DEL-LHR,DEL,LHR,2023-11-09,571,A320,294,143,604457.57,1304529.61
11811,DXB-MAA,DXB,MAA,2024-04-15,228,B737,211,150,237148.96,267646.68
11812,DXB-DEL,DXB,DEL,2023-10-06,565,A320,142,107,563501.12,706121.53
11813,BOM-CCU,BOM,CCU,2024-06-21,739,B777,118,62,107116.88,217579.73
11814,SIN-JFK,SIN,JFK,2023-05-05,321,B777,189,111,683722.08,1226580.53
11815,DEL-HYD,DEL,HYD,2023-09-14,95,A320,123,67,90145.04,539649.26
11816,JFK-CCU,JFK,CCU,2024-01-02,791,A380,234,81,532772.12,442035
11817,SIN-HYD,SIN,HYD,2023-03-14,742,B737,246,102,304688.68,583062.49
11818,BLR-DEL,BLR,DEL,2023-03-16,540,A380,194,158,1046554.99,329489.83
11819,DXB-LHR,DXB,LHR,2023-03-10,377,A320,202,88,103066.18,1226443.9
11820,DXB-HYD,DXB,HYD,2023-03-06,512,ATR72,197,114,554543.92,1211954.87
11821,DEL-CCU,DEL,CCU,2023-09-13,674,B777,205,59,365129.05,167032.54
11822,JFK-LHR,JFK,LHR,2024-02-04,521,ATR72,100,93,105927.04,687821.81
11823,HYD-MAA,HYD,MAA,2023-02-10,255,A380,298,207,227498.8,898954.41
11824,CCU-DEL,CCU,DEL,2023-03-02,788,ATR72,265,234,365212.01,1545396.4
11825,HYD-BOM,HYD,BOM,2023-05-07,746,A380,178,55,177021.04,1201601.79
11826,DXB-BLR,DXB,BLR,2024-02-23,638,A380,251,145,247962.08,961589.32
11827,HYD-JFK,HYD,JFK,2023-12-24,360,B777,207,203,1113464.07,177299.25
11828,MAA-DEL,MAA,DEL,2023-12-12,591,B777,157,63,317567.16,939054.07
11829,BOM-MAA,BOM,MAA,2023-12-16,568,ATR72,115,102,230893.4,204653.32
11830,LHR-DEL,LHR,DEL,2023-09-01,649,B737,250,242,1372297.74,1581719.86
11831,LHR-SIN,LHR,SIN,2023-05-11,563,B777,182,67,529392.57,1211875.27
11832,MAA-BOM,MAA,BOM,2023-06-14,103,A320,288,177,989766.87,1469850.99
11833,DEL-BOM,DEL,BOM,2024-01-27,744,A380,142,98,427723.37,469385.24
11834,DXB-HYD,DXB,HYD,2023-04-29,534,A320,107,68,391042.03,253356.41
11835,DEL-BOM,DEL,BOM,2024-02-12,194,ATR72,202,114,512102.15,918428.2
11836,HYD-DEL,HYD,DEL,2024-05-05,788,B777,120,62,176978.96,640045.42
11837,LHR-JFK,LHR,JFK,2023-05-13,372,A380,238,75,513799.23,1369482.15
11838,DXB-MAA,DXB,MAA,2023-05-16,468,A380,150,128,727802.69,689882.97
11839,CCU-DEL,CCU,DEL,2023-12-23,176,A320,197,72,195476.84,1186370.82
11840,LHR-SIN,LHR,SIN,2023-03-17,821,ATR72,184,135,995227.53,448924.01
11841,BLR-MAA,BLR,MAA,2023-01-19,809,A320,298,236,1568021.32,2015723.72
11842,SIN-DEL,SIN,DEL,2023-07-16,211,B777,201,158,566861.24,326805.58
11843,DXB-JFK,DXB,JFK,2024-01-04,313,A320,213,125,759631.15,577381.83
11844,DEL-CCU,DEL,CCU,2023-07-14,470,B777,270,114,760603.12,1439246.59
11845,DXB-BOM,DXB,BOM,2023-06-15,340,B777,202,157,1190076.97,1082471.36
11846,CCU-BOM,CCU,BOM,2023-05-09,648,ATR72,217,69,425480.2,945031.42
11847,HYD-DEL,HYD,DEL,2023-09-24,509,B737,161,154,512413.4,1044291.69
11848,MAA-JFK,MAA,JFK,2023-02-17,549,A320,256,223,1269742.73,843477.65
11849,DEL-CCU,DEL,CCU,2023-05-27,641,A320,235,135,205844.98,933806.83
11850,BLR-DEL,BLR,DEL,2023-06-03,369,B737,245,63,342718.43,372125.39
11851,JFK-SIN,JFK,SIN,2023-07-12,214,A380,243,220,1290272.27,1159925.6
11852,HYD-DEL,HYD,DEL,2023-03-27,388,ATR72,166,73,365581.55,536692.4
11853,JFK-MAA,JFK,MAA,2024-01-01,567,B737,250,208,954029.84,885735.54
11854,DXB-BOM,DXB,BOM,2024-05-15,170,ATR72,226,55,365985.18,1309722.77
11855,CCU-BLR,CCU,BLR,2023-11-29,126,B737,132,128,143662.81,911980.6
11856,SIN-DEL,SIN,DEL,2023-09-02,511,B737,241,189,559462.73,1618907.3
11857,LHR-HYD,LHR,HYD,2023-09-21,304,A380,243,125,654997.09,1194479.52
11858,BLR-LHR,BLR,LHR,2024-04-21,651,A320,154,89,311017.55,170951
11859,MAA-JFK,MAA,JFK,2023-09-09,207,B777,119,100,434545.58,290729.38
11860,DXB-JFK,DXB,JFK,2024-05-05,830,ATR72,178,151,732006.15,629840.13
11861,SIN-JFK,SIN,JFK,2024-02-09,820,B737,168,54,187280.41,688043.4
11862,JFK-BOM,JFK,BOM,2024-04-24,110,A380,263,158,1037274.51,550119.4
11863,BLR-LHR,BLR,LHR,2023-08-05,757,A380,249,242,724305.56,329972.61
11864,CCU-DXB,CCU,DXB,2023-09-03,711,A380,269,58,102515.1,1174084.19
11865,LHR-DXB,LHR,DXB,2024-03-01,728,A380,213,196,1029012.27,1056288.96
11866,BOM-LHR,BOM,LHR,2023-07-16,540,A320,277,246,1009787.06,1396837.28
11867,HYD-CCU,HYD,CCU,2024-05-28,513,A380,275,60,68881.16,524934.62
11868,JFK-LHR,JFK,LHR,2023-02-23,675,B777,183,136,677189.08,471143.86
11869,DEL-SIN,DEL,SIN,2024-06-09,394,A320,210,100,344306.13,815110.95
11870,BOM-JFK,BOM,JFK,2024-04-18,694,A320,265,179,855722.27,884333.02
11871,DXB-MAA,DXB,MAA,2024-01-19,746,B777,253,221,568454.12,1152134.15
11872,BLR-DEL,BLR,DEL,2024-02-09,146,A320,253,197,665130.04,1322586.58
11873,BLR-CCU,BLR,CCU,2023-05-19,773,B777,266,254,1784651.36,1090946.99
11874,DEL-BOM,DEL,BOM,2023-09-10,116,A320,292,57,247814.96,884218.67
11875,SIN-DEL,SIN,DEL,2023-10-18,231,B737,220,152,784444.1,238641.39
11876,HYD-SIN,HYD,SIN,2023-06-21,460,A380,170,78,203358.27,1093138.21
11877,SIN-JFK,SIN,JFK,2024-06-18,411,A380,223,115,659057,989822.16
11878,DXB-BLR,DXB,BLR,2024-05-12,529,B777,152,52,298568.96,311715.69
11879,DXB-BOM,DXB,BOM,2023-09-03,165,B777,192,59,271193.46,689314.24
11880,CCU-DXB,CCU,DXB,2023-03-20,568,B737,247,204,1217689.57,1180902.73
11881,CCU-DEL,CCU,DEL,2024-05-11,730,B777,121,115,558605.1,780991.2
11882,SIN-MAA,SIN,MAA,2023-09-19,325,B737,155,65,489728.71,1052774.37
11883,DEL-CCU,DEL,CCU,2023-02-27,727,B777,162,62,416840.26,229985.45
11884,JFK-SIN,JFK,SIN,2023-12-25,831,B777,290,184,467697.95,954694.67
11885,SIN-BOM,SIN,BOM,2023-10-02,412,B777,251,193,1503945.37,1557578.29
11886,HYD-CCU,HYD,CCU,2024-06-13,464,A380,164,109,719005.65,1000564.7
11887,BLR-HYD,BLR,HYD,2023-08-02,114,B737,107,98,455522.26,707664.31
11888,HYD-JFK,HYD,JFK,2024-05-25,97,A380,209,174,698662,241929.24
11889,BOM-MAA,BOM,MAA,2023-09-21,514,B737,162,81,131208.57,293331.36
11890,LHR-BOM,LHR,BOM,2024-06-08,143,A320,243,193,875509.47,1381565.67
